,0,weight,size
13387,Fvorhang,0.54,40.0
90531,Plissee_20,0.54,38.4
8490,Plissee_20,0.54,44.2
68740,Plissee_20,0.54,31.7
58895,Fvorhang,0.54,43.0
73000,Plissee_20,0.54,47.9
3134,Plissee_20,0.54,42.7
49302,Plissee_20,0.54,30.5
85724,Fvorhang,0.54,50.0
36692,Plissee_20,0.55,43.0
14413,Plissee_wa,0.55,34.7
76963,Plissee_20,0.55,41.5
20646,Plissee_20,0.55,25.2
6146,Plissee_20,0.55,41.0
32774,Plissee_20,0.55,94.4
31035,Fvorhang,0.55,30.0
8044,Plissee_20,0.55,36.0
49182,Plissee_20,0.55,37.7
86601,Plissee_20,0.55,42.9
89221,Faltrollo,0.55,29.7
89160,Plissee_20,0.55,32.7
45075,Plissee_20,0.55,39.5
20008,Plissee_20,0.55,47.0
47319,Plissee_20,0.55,45.0
5425,Plissee_20,0.55,40.2
40615,Fvorhang,0.55,68.0
33937,Plissee_wa,0.55,29.9
76902,Plissee_20,0.55,42.2
8009,Plissee_20,0.55,38.4
11925,Plissee_20,0.55,38.7
47518,Plissee_wa,0.55,17.7
1174,Plissee_20,0.55,36.0
82403,Plissee_20,0.55,34.7
64447,Plissee_20,0.55,36.0
37507,Fvorhang,0.55,40.0
57163,Plissee_20,0.55,34.0
81902,Plissee_20,0.55,37.5
53935,Plissee_20,0.55,39.0
64944,Plissee_20,0.55,30.5
33166,Plissee_20,0.55,30.8
38247,Plissee_20,0.55,42.0
79824,Plissee_20,0.55,34.2
85575,Plissee_20,0.55,35.7
85031,Plissee_20,0.55,32.5
79300,Plissee_20,0.55,40.8
37830,Plissee_20,0.55,46.9
605,Plissee_20,0.55,44.2
56288,Plissee_wa,0.55,20.0
68674,Plissee_wa,0.55,70.0
45704,Plissee_20,0.55,36.0
77305,Plissee_wa,0.55,29.2
35934,Plissee_wa,0.55,40.1
61460,Plissee_wa,0.55,37.7
19641,Plissee_20,0.55,44.7
27854,Plissee_20,0.55,40.0
11888,Plissee_20,0.55,44.7
58730,Plissee_20,0.55,46.0
59979,Plissee_20,0.55,35.3
34627,Plissee_20,0.55,36.5
92703,Faltrollo,0.55,44.6
2712,Plissee_20,0.55,48.2
75324,Plissee_20,0.55,27.4
20211,Plissee_20,0.55,36.5
27882,Plissee_20,0.55,46.0
16138,Plissee_wa,0.55,37.7
9401,Plissee_20,0.55,39.7
41028,Plissee_20,0.55,41.5
88829,Plissee_20,0.55,28.5
41774,Plissee_wa,0.55,24.7
70262,Fvorhang,0.55,50.0
11141,Fvorhang,0.55,45.0
81817,Plissee_20,0.55,34.0
92401,Fvorhang,0.55,60.0
13256,Plissee_20,0.55,49.7
10539,Plissee_20,0.55,40.1
12084,Plissee_20,0.55,46.4
92250,Plissee_20,0.55,121.0
78243,Plissee_20,0.55,50.5
84308,Plissee_20,0.55,41.0
58688,Plissee_20,0.55,40.5
16326,Plissee_20,0.55,41.0
63401,Plissee_20,0.55,38.8
89393,Plissee_wa,0.55,32.7
35804,Fvorhang,0.55,50.0
15959,Reparatur,0.55,46.9
29188,Plissee_20,0.55,37.2
76915,Plissee_wa,0.55,38.6
33121,Plissee_wa,0.55,27.1
76754,Plissee_20,0.55,48.0
36608,Plissee_20,0.55,23.0
50895,Plissee_20,0.56,73.9
8040,Plissee_20,0.56,38.5
56675,Plissee_20,0.56,38.5
30662,Plissee_20,0.56,46.2
20814,Plissee_20,0.56,25.7
159,Plissee_20,0.56,33.0
77506,Plissee_20,0.56,21.5
78147,Plissee_20,0.56,49.5
1563,Reparatur,0.56,44.2
51933,Plissee_20,0.56,36.7
16768,Plissee_20,0.56,46.2
84142,Plissee_20,0.56,41.7
26252,Plissee_20,0.56,48.0
15556,Plissee_wa,0.56,39.5
17862,Reparatur,0.56,52.7
42675,Plissee_20,0.56,45.4
56151,Plissee_20,0.56,34.6
14118,Plissee_20,0.56,46.2
47381,Plissee_20,0.56,33.7
55867,Endkappen,0.56,50.2
24152,Plissee_20,0.56,43.0
67768,Plissee_wa,0.56,37.7
28531,Plissee_20,0.56,57.0
62033,Plissee_20,0.56,39.5
37441,Plissee_20,0.56,39.2
16731,Plissee_20,0.56,53.2
18670,Plissee_20,0.56,48.2
62687,Reparatur,0.56,99.9
46362,Plissee_20,0.56,37.7
26435,Plissee_20,0.56,50.0
51552,Plissee_20,0.56,35.3
45603,Plissee_20,0.56,37.6
54444,Plissee_20,0.56,45.5
3397,Plissee_20,0.56,48.5
61723,Reparatur,0.56,225.1
88532,Plissee_20,0.56,41.5
20227,Plissee_wa,0.56,37.0
36457,Plissee_20,0.56,30.5
74088,Plissee_20,0.56,58.2
6567,Plissee_20,0.56,46.5
48922,Plissee_wa,0.56,15.0
50318,Plissee_20,0.56,41.5
79202,Plissee_20,0.56,41.5
74803,Plissee_20,0.56,36.7
61432,Plissee_20,0.56,32.0
27622,Rollo,0.56,38.3
52823,Rollo,0.56,70.5
80110,Fvorhang,0.56,55.0
41949,Plissee_20,0.56,47.8
68955,Plissee_20,0.56,31.5
65693,Plissee_20,0.56,39.5
60071,Plissee_20,0.56,63.5
20022,Plissee_wa,0.56,41.7
30614,Plissee_20,0.56,48.4
33005,Plissee_20,0.56,38.2
82957,Plissee_20,0.56,46.9
73255,Plissee_20,0.56,42.4
15902,Plissee_20,0.56,50.2
78679,Plissee_20,0.56,44.5
75852,Fvorhang,0.56,50.0
75001,Plissee_20,0.56,42.9
30379,Plissee_20,0.56,46.3
77321,Plissee_20,0.56,46.0
69186,Plissee_20,0.56,29.5
15970,Plissee_20,0.56,48.9
84195,Plissee_20,0.56,33.5
87912,Plissee_20,0.56,37.0
3974,Plissee_20,0.56,44.7
73851,Plissee_20,0.56,41.5
15927,Plissee_20,0.56,58.6
13184,Plissee_20,0.56,31.0
22070,Plissee_20,0.5700000000000001,47.7
51930,Plissee_20,0.5700000000000001,35.4
48323,Plissee_20,0.5700000000000001,32.7
50211,Plissee_20,0.5700000000000001,27.6
30906,Plissee_wa,0.5700000000000001,31.9
54876,Plissee_20,0.5700000000000001,44.0
20270,Plissee_20,0.5700000000000001,50.0
49197,Plissee_20,0.5700000000000001,40.7
12221,Plissee_20,0.5700000000000001,51.7
40572,Plissee_20,0.5700000000000001,36.6
76970,Plissee_20,0.5700000000000001,39.7
30716,Plissee_20,0.5700000000000001,55.2
57784,Plissee_wa,0.5700000000000001,50.0
74933,Reparatur,0.5700000000000001,99.9
10536,Plissee_20,0.5700000000000001,42.3
63392,Plissee_20,0.5700000000000001,34.7
17400,Reparatur,0.5700000000000001,52.4
60519,Plissee_20,0.5700000000000001,42.5
29493,Plissee_20,0.5700000000000001,42.7
4029,Plissee_20,0.5700000000000001,52.8
39037,Jalousie,0.5700000000000001,70.4
26683,Plissee_20,0.5700000000000001,45.0
8541,Plissee_20,0.5700000000000001,45.4
54492,Plissee_20,0.5700000000000001,40.3
25615,Plissee_20,0.5700000000000001,44.2
83843,Plissee_20,0.5700000000000001,39.8
61450,Plissee_20,0.5700000000000001,44.0
36000,Reparatur,0.5700000000000001,51.0
10217,Plissee_20,0.5700000000000001,39.2
30665,Plissee_20,0.5700000000000001,57.8
37643,Jalousie,0.5700000000000001,7.0
77122,Reparatur,0.5700000000000001,43.0
45409,Plissee_20,0.5700000000000001,51.0
39396,Fvorhang,0.5700000000000001,42.0
50364,Plissee_20,0.5700000000000001,32.3
48202,Reparatur,0.5700000000000001,50.0
56954,Plissee_20,0.5700000000000001,40.6
17567,Plissee_wa,0.5700000000000001,46.0
660,Plissee_20,0.5700000000000001,43.6
26189,Plissee_wa,0.5700000000000001,44.0
17820,Plissee_20,0.5700000000000001,49.8
19078,Plissee_20,0.5700000000000001,39.8
60734,Plissee_20,0.5700000000000001,52.7
48017,Reparatur,0.5700000000000001,99.9
31196,Plissee_20,0.5700000000000001,38.0
76011,Plissee_20,0.5700000000000001,44.0
34057,Plissee_wa,0.5700000000000001,36.2
38551,Plissee_wa,0.5700000000000001,45.0
23482,Plissee_20,0.5700000000000001,44.7
10007,Plissee_20,0.5700000000000001,47.0
76691,Plissee_20,0.5700000000000001,42.8
11439,Plissee_20,0.5700000000000001,20.7
45856,Rollo,0.5700000000000001,39.0
70733,Plissee_wa,0.5700000000000001,40.5
46930,Plissee_20,0.5700000000000001,50.2
50412,Plissee_20,0.5700000000000001,45.0
75526,Reparatur,0.5700000000000001,39.3
8764,Plissee_20,0.5700000000000001,53.2
72337,Plissee_20,0.5700000000000001,34.6
88146,Plissee_20,0.5700000000000001,42.0
67945,Rollo,0.5700000000000001,62.4
26502,Plissee_20,0.5700000000000001,37.7
36727,Plissee_20,0.5700000000000001,49.0
70145,Plissee_20,0.5700000000000001,35.7
61047,Plissee_20,0.5700000000000001,34.5
92052,Plissee_20,0.5700000000000001,43.3
6286,Plissee_20,0.5700000000000001,42.6
70007,Fvorhang,0.5700000000000001,35.0
44940,Plissee_20,0.5700000000000001,38.0
75038,Plissee_20,0.5700000000000001,83.1
18470,Rollo,0.58,20.0
52578,Plissee_wa,0.58,27.1
31494,Plissee_wa,0.58,36.5
81500,Fvorhang,0.58,52.0
55002,Plissee_20,0.58,44.0
30185,Plissee_20,0.58,44.5
43005,Rollo,0.58,57.5
2206,Plissee_20,0.58,26.4
42599,Fvorhang,0.58,52.0
77055,Plissee_wa,0.58,41.6
42008,Pruefung,0.58,218.0
13094,Plissee_wa,0.58,40.7
48244,Reparatur,0.58,99.9
35887,Rollo,0.58,50.7
35795,Plissee_20,0.58,42.8
16079,Plissee_20,0.58,38.2
71673,Plissee_20,0.58,38.0
57349,Plissee_20,0.58,37.4
11999,Plissee_20,0.58,42.9
17411,Plissee_20,0.58,55.9
28562,Plissee_20,0.58,50.0
63613,Plissee_20,0.58,39.7
63038,Rollo,0.58,45.8
45049,Plissee_wa,0.58,31.7
5292,Plissee_20,0.58,47.0
31593,Plissee_20,0.58,77.0
62460,Plissee_20,0.58,21.5
9793,Plissee_20,0.58,42.7
67847,Plissee_20,0.58,46.7
28300,Plissee_20,0.58,40.2
38261,Plissee_20,0.58,51.5
85030,Plissee_20,0.58,36.5
45382,Plissee_20,0.58,43.0
55585,Plissee_20,0.58,121.5
19731,Plissee_20,0.58,28.0
24870,Plissee_wa,0.58,37.2
17249,Plissee_20,0.58,49.2
13445,Plissee_20,0.58,55.7
54225,Plissee_20,0.58,46.6
20298,Plissee_20,0.58,44.6
81917,Plissee_wa,0.58,34.4
34011,Rollo,0.58,8.0
50747,Plissee_wa,0.58,40.5
87977,Plissee_20,0.58,37.5
21838,Fvorhang,0.58,27.0
64506,Plissee_20,0.58,47.0
21834,Plissee_20,0.58,51.2
76000,Plissee_20,0.58,38.0
85717,Fvorhang,0.58,60.0
77734,Plissee_20,0.58,120.0
51769,Plissee_20,0.58,34.8
72109,Plissee_20,0.58,41.9
42470,Plissee_20,0.58,42.6
38470,Plissee_20,0.58,46.7
33432,Plissee_20,0.58,42.7
11287,Plissee_20,0.58,44.5
89898,Plissee_20,0.58,20.0
63916,Plissee_20,0.58,40.2
29418,Plissee_20,0.58,41.7
43530,Rollo,0.58,83.5
78981,Plissee_20,0.58,45.8
14702,Plissee_wa,0.58,43.7
15722,Plissee_20,0.58,50.0
15723,Plissee_20,0.58,68.0
77059,Plissee_20,0.58,46.0
39171,Plissee_20,0.58,52.7
25218,Reparatur,0.58,45.5
14681,Rollo,0.58,8.0
48931,Plissee_20,0.58,27.7
66793,Reparatur,0.58,30.8
2119,Plissee_20,0.59,24.7
17243,Plissee_20,0.59,48.2
13125,Plissee_20,0.59,59.3
86600,Plissee_20,0.59,49.0
39198,Plissee_20,0.59,52.0
85991,Plissee_20,0.59,46.4
28034,Rollo,0.59,37.5
90349,Plissee_20,0.59,33.0
6615,Rollo,0.59,30.0
18619,Plissee_20,0.59,47.0
79766,Plissee_20,0.59,36.3
29589,Plissee_wa,0.59,48.3
42411,Plissee_20,0.59,34.4
19140,Plissee_20,0.59,49.7
8063,Plissee_20,0.59,47.7
92260,Plissee_20,0.59,41.0
53620,Rollo,0.59,38.2
6729,Plissee_20,0.59,42.5
49830,Plissee_20,0.59,48.0
13272,Plissee_20,0.59,53.7
39179,Plissee_20,0.59,39.7
36585,Fvorhang,0.59,60.0
50903,Plissee_20,0.59,78.5
71090,Plissee_20,0.59,39.5
47482,Plissee_20,0.59,72.9
16645,Plissee_wa,0.59,60.7
3359,Plissee_20,0.59,53.0
63042,Rollo,0.59,45.8
63040,Rollo,0.59,45.8
53396,Plissee_20,0.59,39.7
44274,Plissee_20,0.59,51.1
24827,Plissee_20,0.59,26.3
1586,Reparatur,0.59,47.3
59316,Plissee_20,0.59,35.5
72273,Plissee_20,0.59,42.5
27057,Plissee_20,0.59,49.7
79103,Plissee_20,0.59,120.0
15487,Plissee_20,0.59,49.5
56018,Plissee_20,0.59,47.2
23891,Reparatur,0.59,39.9
29742,Rollo,0.59,39.0
85410,Plissee_20,0.59,42.8
45946,Plissee_20,0.59,45.9
74371,Plissee_20,0.59,40.4
88175,Plissee_20,0.59,37.4
34484,Plissee_20,0.59,34.5
45685,Plissee_20,0.59,40.8
37760,Plissee_20,0.59,52.4
42087,Plissee_20,0.59,39.2
50819,Reparatur,0.59,41.4
68517,Plissee_20,0.59,37.0
87215,Plissee_20,0.59,44.0
50897,Plissee_20,0.59,66.9
61,Plissee_20,0.59,36.3
31931,Plissee_wa,0.59,36.9
6291,Plissee_20,0.59,47.2
39398,Fvorhang,0.59,60.0
26812,Plissee_20,0.59,47.7
81892,Plissee_20,0.59,36.5
89288,Rollo,0.59,49.0
83144,Rollo,0.59,55.2
7724,Plissee_20,0.59,33.2
62793,Jalousie,0.59,84.5
43069,Plissee_20,0.59,57.3
14983,Plissee_20,0.59,54.0
10201,Plissee_20,0.59,46.2
9285,Plissee_wa,0.59,8.0
63724,Plissee_20,0.59,32.7
67902,Plissee_20,0.59,34.5
4592,Plissee_wa,0.59,39.1
74079,Plissee_20,0.59,42.2
1509,Plissee_20,0.59,50.7
25474,Plissee_20,0.59,52.2
43287,Plissee_20,0.59,35.5
21772,Plissee_20,0.59,50.7
77184,Plissee_20,0.59,45.3
28676,Plissee_20,0.59,37.5
43357,Plissee_20,0.59,37.8
86376,Reparatur,0.59,99.9
70729,Reparatur,0.59,37.5
56872,Fvorhang,0.59,52.0
35893,Rollo,0.6000000000000001,39.7
11459,Plissee_20,0.6000000000000001,38.7
16112,Plissee_20,0.6000000000000001,58.7
29946,Plissee_20,0.6000000000000001,33.7
4026,Plissee_wa,0.6000000000000001,47.0
4015,Plissee_20,0.6000000000000001,53.0
19173,Plissee_20,0.6000000000000001,47.0
66633,Reparatur,0.6000000000000001,40.0
24266,Plissee_20,0.6000000000000001,37.5
49260,Plissee_wa,0.6000000000000001,19.7
28945,Plissee_20,0.6000000000000001,36.5
51003,Plissee_20,0.6000000000000001,57.6
54701,Plissee_20,0.6000000000000001,23.5
79384,Plissee_20,0.6000000000000001,83.9
42487,Plissee_20,0.6000000000000001,30.8
11262,Plissee_20,0.6000000000000001,48.3
63241,Plissee_20,0.6000000000000001,39.0
72197,Plissee_20,0.6000000000000001,46.8
54842,Plissee_wa,0.6000000000000001,35.5
13375,Jalousie,0.6000000000000001,109.6
6448,Plissee_20,0.6000000000000001,41.3
72919,Plissee_20,0.6000000000000001,80.2
47696,Reparatur,0.6000000000000001,99.9
48516,Plissee_wa,0.6000000000000001,33.7
19465,Sonstige,0.6000000000000001,117.4
75166,Plissee_20,0.6000000000000001,46.0
18928,Fvorhang,0.6000000000000001,75.0
38239,Plissee_20,0.6000000000000001,22.3
84641,Plissee_20,0.6000000000000001,30.1
24448,Plissee_20,0.6000000000000001,48.7
82701,Reparatur,0.6000000000000001,38.5
80562,Plissee_20,0.6000000000000001,42.0
15573,Plissee_20,0.6000000000000001,58.2
28788,Plissee_20,0.6000000000000001,42.5
27900,Plissee_20,0.6000000000000001,50.8
76290,Plissee_20,0.6000000000000001,49.0
82836,Plissee_wa,0.6000000000000001,39.0
48949,Plissee_20,0.6000000000000001,41.4
50749,Plissee_20,0.6000000000000001,52.0
43324,Plissee_20,0.6000000000000001,37.4
61464,Plissee_20,0.6000000000000001,42.0
65579,Plissee_20,0.6000000000000001,52.5
37251,Plissee_20,0.6000000000000001,54.6
25019,Plissee_20,0.6000000000000001,56.1
74341,Plissee_wa,0.6000000000000001,37.5
36894,Reparatur,0.6000000000000001,99.9
28674,Plissee_wa,0.6000000000000001,36.9
6525,Plissee_20,0.6000000000000001,50.8
19719,Plissee_20,0.6000000000000001,71.3
35924,Rollo,0.6000000000000001,41.5
86322,Plissee_20,0.6000000000000001,35.0
76266,Plissee_20,0.6000000000000001,46.5
4651,Reparatur,0.6000000000000001,58.0
25980,Plissee_20,0.6000000000000001,23.0
40274,Plissee_20,0.6000000000000001,51.0
5561,Reparatur,0.6000000000000001,99.9
58768,Plissee_20,0.6000000000000001,49.3
20215,Plissee_20,0.6000000000000001,49.0
49607,Plissee_wa,0.6000000000000001,8.0
15514,Plissee_20,0.6000000000000001,41.5
11469,Plissee_20,0.6000000000000001,40.9
75486,Plissee_20,0.6000000000000001,40.0
33442,Plissee_20,0.6000000000000001,43.7
63004,Plissee_20,0.6000000000000001,31.4
63036,Rollo,0.6000000000000001,45.8
12120,Plissee_wa,0.6000000000000001,40.7
31340,Reparatur,0.6000000000000001,99.9
15346,Fvorhang,0.6000000000000001,40.0
15370,Reparatur,0.6000000000000001,99.9
63039,Rollo,0.6000000000000001,45.8
79113,Plissee_20,0.6000000000000001,43.5
85993,Plissee_20,0.6000000000000001,40.0
25170,Plissee_20,0.6000000000000001,40.7
67653,Plissee_20,0.6000000000000001,42.0
77344,Plissee_20,0.6000000000000001,48.3
6636,Plissee_20,0.6000000000000001,57.0
70010,Plissee_20,0.6000000000000001,39.5
50550,Plissee_wa,0.6000000000000001,103.8
51889,Plissee_wa,0.6000000000000001,37.3
19776,Plissee_20,0.6000000000000001,39.0
88177,Pruefung,0.6000000000000001,99.9
27045,Reparatur,0.6000000000000001,99.9
32764,Plissee_20,0.6000000000000001,35.0
34281,Rollo,0.6000000000000001,47.3
29316,Plissee_20,0.6000000000000001,40.0
14233,Plissee_20,0.6000000000000001,49.5
47338,Plissee_20,0.6000000000000001,50.7
5202,Plissee_20,0.6000000000000001,46.0
11857,Plissee_20,0.6000000000000001,42.3
7081,Plissee_20,0.6000000000000001,45.7
50894,Plissee_20,0.6000000000000001,52.1
36691,Plissee_20,0.6000000000000001,44.0
13214,Plissee_20,0.6000000000000001,47.2
67386,Rollo,0.6000000000000001,20.0
36736,Plissee_20,0.6000000000000001,50.8
20901,Plissee_20,0.6000000000000001,55.7
73278,Plissee_20,0.6000000000000001,43.8
42116,Plissee_20,0.6000000000000001,50.9
62059,Plissee_20,0.6000000000000001,42.8
65174,Plissee_20,0.6000000000000001,43.4
80033,Rollo,0.61,20.0
24282,Plissee_20,0.61,51.4
20838,Plissee_20,0.61,60.7
18043,Plissee_wa,0.61,49.0
2194,Plissee_20,0.61,28.0
31013,Plissee_wa,0.61,48.7
43837,Plissee_20,0.61,40.3
88431,Plissee_20,0.61,41.0
27044,Plissee_wa,0.61,31.1
3733,Plissee_20,0.61,32.0
29986,Reparatur,0.61,50.0
2949,Plissee_20,0.61,47.1
67565,Plissee_20,0.61,42.4
14129,Plissee_20,0.61,57.7
1829,Plissee_20,0.61,47.1
42334,Plissee_20,0.61,73.7
41962,Plissee_20,0.61,46.5
68683,Plissee_20,0.61,36.5
16954,Plissee_20,0.61,48.9
87208,Fvorhang,0.61,63.0
75341,Plissee_20,0.61,26.5
65526,Plissee_20,0.61,42.5
69419,Plissee_20,0.61,30.4
77747,Plissee_20,0.61,51.4
14484,Reparatur,0.61,99.9
67636,Plissee_wa,0.61,32.2
17291,Plissee_20,0.61,50.7
7784,Plissee_20,0.61,45.2
14039,Plissee_wa,0.61,52.0
7761,Plissee_20,0.61,40.2
71014,Plissee_20,0.61,46.9
59254,Rollo,0.61,43.5
80636,Plissee_20,0.61,89.0
62597,Plissee_20,0.61,59.5
4983,Plissee_20,0.61,46.0
72412,Plissee_20,0.61,44.0
60819,Plissee_20,0.61,71.0
42396,Plissee_20,0.61,53.6
73660,Plissee_20,0.61,35.0
65446,Plissee_20,0.61,33.1
47426,Plissee_20,0.61,41.2
42026,Plissee_20,0.61,40.2
21845,Plissee_20,0.61,38.3
76371,Plissee_wa,0.61,39.7
15371,Reparatur,0.61,99.9
75411,Plissee_20,0.61,40.2
31095,Plissee_20,0.61,53.2
54969,Plissee_20,0.61,41.0
34638,Plissee_20,0.61,46.9
28987,Plissee_wa,0.61,31.3
936,Plissee_20,0.61,52.7
77342,Plissee_20,0.61,43.3
14899,Plissee_20,0.61,45.4
46037,Plissee_20,0.61,52.4
29822,Rollo,0.61,38.3
31282,Plissee_20,0.61,33.0
30792,Plissee_20,0.61,21.7
62415,Plissee_wa,0.61,33.5
11194,Plissee_20,0.61,31.2
72603,Plissee_20,0.61,33.6
2690,Plissee_20,0.61,21.8
38287,Plissee_20,0.61,36.9
79803,Plissee_20,0.61,46.3
65955,Fvorhang,0.61,53.0
12484,Plissee_wa,0.61,55.7
25021,Plissee_20,0.61,41.0
66938,Plissee_wa,0.61,37.0
61564,Plissee_wa,0.61,31.0
67321,Plissee_20,0.61,47.3
74077,Plissee_20,0.61,49.7
50750,Plissee_20,0.61,46.5
29463,Plissee_20,0.61,44.7
54872,Plissee_20,0.61,48.0
78884,Plissee_20,0.61,41.7
78885,Plissee_20,0.61,48.8
3648,Plissee_20,0.61,53.2
37572,Rollo,0.61,35.5
74418,Plissee_20,0.61,46.7
58623,Plissee_20,0.61,36.3
21602,Plissee_20,0.61,44.8
80488,Plissee_20,0.61,33.8
9687,Plissee_wa,0.61,46.7
3589,Plissee_20,0.61,50.7
54838,Plissee_20,0.61,45.7
20256,Plissee_wa,0.61,46.5
17648,Plissee_wa,0.61,40.2
43302,Plissee_20,0.61,42.0
65993,Plissee_20,0.61,39.3
27448,Plissee_20,0.61,53.2
10432,Plissee_20,0.61,33.8
73928,Plissee_wa,0.61,42.8
20396,Plissee_20,0.61,49.0
56673,Plissee_20,0.61,45.0
84618,Plissee_20,0.61,50.8
224,Plissee_20,0.61,42.0
60314,Plissee_20,0.61,45.5
16,Plissee_20,0.61,31.0
35573,Plissee_20,0.62,32.5
70349,Plissee_20,0.62,44.8
79846,Plissee_20,0.62,45.6
34621,Plissee_wa,0.62,35.5
75485,Plissee_20,0.62,100.5
36580,Rollo,0.62,65.8
50969,Plissee_20,0.62,37.0
47762,Plissee_20,0.62,37.0
13167,Plissee_20,0.62,27.1
78697,Plissee_20,0.62,51.0
2344,Reparatur,0.62,55.5
45015,Plissee_20,0.62,27.2
42400,Plissee_20,0.62,26.0
44098,Plissee_20,0.62,36.5
55547,Getriebe,0.62,97.7
46380,Plissee_20,0.62,45.2
35802,Fvorhang,0.62,62.0
49611,Plissee_20,0.62,49.0
36892,Reparatur,0.62,44.0
65461,Plissee_20,0.62,31.2
42397,Plissee_20,0.62,51.4
82033,Reparatur,0.62,45.0
43477,Plissee_20,0.62,74.0
7776,Plissee_20,0.62,41.0
19397,Plissee_20,0.62,45.8
87577,Plissee_20,0.62,34.0
71137,Plissee_20,0.62,47.0
58810,Plissee_20,0.62,48.3
697,Plissee_20,0.62,40.8
55865,Plissee_20,0.62,37.5
79652,Plissee_20,0.62,41.8
50221,Plissee_20,0.62,48.0
92086,Plissee_20,0.62,27.5
17001,Plissee_20,0.62,54.7
7651,Reparatur,0.62,99.9
59113,Plissee_20,0.62,32.0
58818,Plissee_20,0.62,38.0
71208,Plissee_20,0.62,43.2
54730,Rollo,0.62,38.3
32050,Plissee_20,0.62,44.7
71235,Plissee_20,0.62,49.2
2123,Plissee_20,0.62,26.7
35948,Plissee_20,0.62,44.1
28873,Plissee_20,0.62,73.9
11246,Plissee_20,0.62,48.9
16413,Reparatur,0.62,53.3
46140,Plissee_wa,0.62,40.5
74030,Plissee_20,0.62,87.8
5726,Reparatur,0.62,50.7
65647,Plissee_20,0.62,73.5
1173,Plissee_20,0.62,24.2
38939,Plissee_20,0.62,49.0
42887,Plissee_20,0.62,25.5
91320,Plissee_20,0.62,40.5
88599,Plissee_20,0.62,27.1
32779,Plissee_20,0.62,41.4
41952,Plissee_20,0.62,29.3
87580,Plissee_wa,0.62,33.3
45438,Plissee_20,0.62,46.0
15969,Plissee_20,0.62,59.6
74403,Rollo,0.62,38.2
70607,Plissee_20,0.62,35.4
86662,Plissee_20,0.62,41.8
60556,Reparatur,0.62,99.9
14532,Plissee_20,0.62,46.7
4896,Plissee_wa,0.62,17.4
31422,Plissee_20,0.62,37.7
76702,Plissee_wa,0.62,40.7
62670,Plissee_20,0.62,32.2
31248,Reparatur,0.62,99.9
85330,Plissee_20,0.62,40.0
86356,Plissee_20,0.62,43.0
27340,Plissee_20,0.62,51.4
1631,Reparatur,0.62,99.9
46072,Plissee_20,0.62,39.7
4671,Reparatur,0.62,49.0
78928,Plissee_20,0.62,48.7
53277,Plissee_20,0.62,50.7
62492,Plissee_20,0.62,52.1
85395,Plissee_20,0.62,37.6
88832,Plissee_20,0.62,29.5
90065,Plissee_20,0.62,43.8
39783,Plissee_wa,0.62,58.9
74543,Plissee_20,0.62,48.0
90944,Plissee_wa,0.62,37.1
16671,Plissee_20,0.62,49.0
29174,Plissee_20,0.62,29.5
23667,Plissee_20,0.62,41.0
36146,Rollo,0.62,40.0
46750,Plissee_20,0.62,44.4
92256,Plissee_20,0.62,44.3
85170,Jalousie,0.62,7.0
74735,Plissee_20,0.62,48.0
26679,Plissee_20,0.62,57.3
69747,Plissee_20,0.62,37.2
54786,Plissee_20,0.62,30.0
45212,Plissee_20,0.62,22.2
32140,Plissee_20,0.62,33.0
19018,Plissee_20,0.62,49.7
38952,Plissee_20,0.62,51.0
84417,Plissee_20,0.62,48.6
67451,Plissee_wa,0.62,48.5
27453,Plissee_20,0.62,60.2
24893,Plissee_20,0.62,50.5
48333,Plissee_20,0.62,84.8
85267,Plissee_20,0.62,49.4
80102,Fvorhang,0.62,45.0
28444,Plissee_wa,0.62,42.0
71666,Rollo,0.62,39.7
15993,Plissee_20,0.62,50.5
64192,Plissee_20,0.62,38.0
9715,Plissee_20,0.62,49.7
50141,Plissee_20,0.62,43.0
48413,Plissee_wa,0.62,45.7
81171,Plissee_20,0.62,37.0
54718,Fvorhang,0.62,45.0
42913,Plissee_20,0.62,52.3
1374,Plissee_20,0.62,54.1
7470,Plissee_20,0.63,47.0
73401,Plissee_20,0.63,37.4
64462,Plissee_20,0.63,47.5
9643,Plissee_20,0.63,50.2
68758,Plissee_20,0.63,41.5
21914,Plissee_20,0.63,53.0
17515,Plissee_20,0.63,50.7
35796,Fvorhang,0.63,60.0
59433,Faltrollo,0.63,54.0
22566,Plissee_20,0.63,45.7
36652,Plissee_20,0.63,53.5
65739,Plissee_20,0.63,59.8
65341,Plissee_20,0.63,46.7
6337,Plissee_20,0.63,31.0
75163,Plissee_wa,0.63,37.7
92622,Plissee_20,0.63,55.3
8495,Plissee_20,0.63,29.9
29367,Plissee_20,0.63,49.7
57893,Plissee_20,0.63,17.7
14061,Plissee_20,0.63,45.4
79089,Plissee_20,0.63,47.5
49661,Plissee_20,0.63,59.4
36979,Plissee_20,0.63,47.0
29735,Plissee_20,0.63,49.0
42386,Plissee_20,0.63,61.0
10752,Plissee_20,0.63,45.7
707,Fvorhang,0.63,50.0
734,Plissee_20,0.63,25.9
5329,Plissee_20,0.63,57.0
3010,Plissee_20,0.63,61.2
3015,Plissee_20,0.63,57.6
30240,Rollo,0.63,38.3
17559,Plissee_20,0.63,46.4
5662,Plissee_20,0.63,47.2
81982,Plissee_20,0.63,36.7
13896,Plissee_20,0.63,49.7
